c_id,is_course,name,dept,description,university,professor,related_doc_link,demo_video_link,prereq,overall_rating,overall_count,ind_user_rating,ind_user_count,est_user_rating,est_user_count,uest_user_rating,uest_user_count
EE 097,Yes, Introductory Electrical Engineering Laboratory,Electrical Engineering,"Basic instruments and experimental techniques in electrical engineering. Oscilloscopes, function generators, frequency counters and multiple-use meters. Measurements of voltage, current, frequency response, transient response and computer simulation of circuits. Pre/Corequisite: EE 98. Misc/Lab: Lab 3 hours.",San Jose State University,"Tri Caohuu, Graduate Coordinator",http://info.sjsu.edu/web-dbgen/catalog/courses/EE097.html,http://tinyurl.com/m7xb66e,EE 098,0.6,1,0,0,0,0,0.6,1
EE 098,Yes, Introduction to Circuit Analysis,Electrical Engineering,"Circuit laws and nomenclature, resistive circuits with DC sources, ideal operational amplifier, controlled sources, natural and complete response of simple circuits, steady-state sinusoidal analysis and power calculations. Prerequisites: ENGR 10 and PHYS 51 or PHYS 71. Corequisite: MATH 133A or MATH 123.",San Jose State University,"Ray Chen, Chair",http://info.sjsu.edu/web-dbgen/catalog/courses/EE098.html,http://tinyurl.com/m7xb66e,,0.9,1,0,0,0.9,1,0,0
EE 101,Yes, Circuits Concepts and Problem Solving,Electrical Engineering,,San Jose State University,Chang Choo,http://info.sjsu.edu/web-dbgen/catalog/courses/EE101.html,http://tinyurl.com/m7xb66e,EE 098,4,2,4,2,0,0,0,0
EE 102,Yes, Probability and Statistics in Electrical Engineering,Electrical Engineering,,San Jose State University,Lili He,http://info.sjsu.edu/web-dbgen/catalog/courses/EE102.html,http://tinyurl.com/m7xb66e,,3,2,3,2,0,0,0,0
EE 104,Yes, Numerical Methods in Electrical Engineering,Electrical Engineering,,San Jose State University,Ping Hsu,http://info.sjsu.edu/web-dbgen/catalog/courses/EE104.html,http://tinyurl.com/m7xb66e,,2,2,2,2,0,0,0,0
EE 105 ,Yes,Electronics and Microprocessor Applications,Electrical Engineering,,San Jose State University,"Thuy Le, Associate Chair",http://info.sjsu.edu/web-dbgen/catalog/courses/EE105.html,http://tinyurl.com/m7xb66e,,3,2,3,2,0,0,0,0
EE 106 ,Yes,Fundamentals of Mechatronics Engineering,Electrical Engineering,,San Jose State University,Essam Marouf,http://info.sjsu.edu/web-dbgen/catalog/courses/EE106.html,http://tinyurl.com/m7xb66e,,3,2,3,2,0,0,0,0
EE 110 ,Yes,Circuits and Systems,Electrical Engineering,,San Jose State University,Nader Mir,http://info.sjsu.edu/web-dbgen/catalog/courses/EE110.html,http://tinyurl.com/m7xb66e,,3,2,3,2,0,0,0,0
EE 112,Yes, Introduction to Signal Processing,Electrical Engineering,,San Jose State University,Robert Morelos-Zaragoza,http://info.sjsu.edu/web-dbgen/catalog/courses/EE112.html,http://tinyurl.com/m7xb66e,,0.6,1,0,0,0,0,0.6,1
EE 118 ,Yes,Digital Design I,Electrical Engineering,,San Jose State University,"David Parent, Undergraduate Coordinator",http://info.sjsu.edu/web-dbgen/catalog/courses/EE097.html,http://tinyurl.com/m7xb66e,,0.9,1,0,0,0.9,1,0,0
EE 120 ,Yes,Microprocessor Based System Design,Electrical Engineering,,San Jose State University,Peter Reischl,,http://tinyurl.com/m7xb66e,,3,2,3,2,0,0,0,0
EE 122 ,Yes,Electronic Design I,Electrical Engineering,,San Jose State University,Avtar Singh,,http://tinyurl.com/m7xb66e,,3,2,3,2,0,0,0,0
EE 124 ,Yes,Electronic Design II,Electrical Engineering,,San Jose State University,Udo J. Strasilla,,http://tinyurl.com/m7xb66e,,0.6,1,0,0,0,0,0.6,1
EE 125 ,Yes,Analog CMOS Integrated Circuits,Electrical Engineering,,San Jose State University,Belle Wei,,http://tinyurl.com/m7xb66e,,0.9,1,0,0,0.9,1,0,0
EE 127 ,Yes,Electronics for Bioengineering Applications,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 128,Yes, Physical Electronics,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 129 ,Yes,Introduction to Integrated Circuits Processing and Design,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 130 ,Yes,Electric Machines and Drives,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 132 ,Yes,Theory of Automatic Controls,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 134 ,Yes,Power Systems,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 135 ,Yes,Control and Electronics for Renewable Energy Systems,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 136 ,Yes,Semiconductor Power Electronics,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 138,Yes, Introduction to Embedded Control System Design,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 140 ,Yes,Principles of Electromagnetic Fields,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 142 ,Yes,Fields and Waves,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 153 ,Yes,Introduction to Digital Signal Processing,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 160 ,Yes,Principles of Communication Systems,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 161 ,Yes,Digital Communication Systems,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 164,Yes, Fiber Optic Communication,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 165 ,Yes,Photovoltaic Fabrication/Testing Lab,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 166 ,Yes,Design of CMOS Digital Integrated Circuits,Electrical Engineering,,San Jose State University,,,,,5,3,5,3,0,0,0,0
EE 167 ,Yes,Microelectronics Manufacturing Methods,Electrical Engineering,,San Jose State University,,,,,5,4,5,4,0,0,0,0
EE 168,Yes, Microfluidics Fabrication and Design,Electrical Engineering,,San Jose State University,,,,,4,2,4,2,0,0,0,0
EE 169 ,Yes,Microelectromechanical Systems Fabrication and Design,Electrical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
EE 170 ,Yes,CMOS Radio Frequency Circuit Design,Electrical Engineering,,San Jose State University,,,,,2,2,2,2,0,0,0,0
EE 172,Yes, Microwaves,Electrical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
EE 173 ,Yes,Active Microwave Circuit Design,Electrical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
EE 174,Yes, Operational Amplifiers,Electrical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
EE 175 ,Yes,,Electrical Engineering,,San Jose State University,,,,,0.6,1,0,0,0,0,0.6,1
EE 176,Yes, Computer Organization,Electrical Engineering,,San Jose State University,,,,,0.9,1,0,0,0.9,1,0,0
EE 177,Yes, High Speed System Design and Interfacing,Electrical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
EE 178,Yes, Digital Design with FPGAs,Electrical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
EE 179 ,Yes,Digital Design Using Hardware Description Languages,Electrical Engineering,,San Jose State University,,,,,0.6,1,0,0,0,0,0.6,1
EE 180 ,Yes,Individual Studies,Electrical Engineering,,San Jose State University,,,,,0.9,1,0,0,0.9,1,0,0
EE 181 ,Yes,Fundamentals of Internetworking,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 182 ,Yes,Electronics Test Design Engineering I,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 183,Yes, Electronics Test Design Engineering II,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 189 ,Yes,Special Topics in Electrical Engineering,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 195C,Yes, Interdsciplinary Senior Project I,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 195D ,Yes,Interdisciplinary Senior Project II,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 197,Yes, Cooperative Education Project,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 198A ,Yes,Senior Design Project I,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 198B ,Yes,Senior Design Project II,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 209,Yes, Network Security,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 210,Yes, Linear System Theory,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 211 ,Yes,Network Analysis and Synthesis,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 212,Yes, Active Network Synthesis,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 220 ,Yes,Radio Frequency Integrated Circuit Design I (RFIC Design I),Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 221 ,Yes,Semiconductor Devices I,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 222,Yes, Semiconductor Devices II,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 223 ,Yes,Analog Integrated Circuits,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 224 ,Yes,High Speed CMOS Circuits,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 225A,Yes, Analog IC Transistor Process Design,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 226 ,Yes,VLSI Technologies,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 227,Yes, Signal Integrity in AMS IC,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 228 ,Yes,Design Projects in VLSI Systems,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 229 ,Yes,Advanced Topics in Microelectronics,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 230 ,Yes,Radio Frequency Integrated Circuit Design II,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
E 231 ,Yes,Automatic Control Theory,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 232 ,Yes,Sampled-Data Control Systems,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 233,Yes, Optimal Control Systems,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 235 ,Yes,Nonlinear Control Systems Analysis,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 237,Yes, Vector Control of AC Machines,Electrical Engineering,,San Jose State University,,,,,5,3,5,3,0,0,0,0
EE 239 ,Yes,Selected Topics in Systems and Control,Electrical Engineering,,San Jose State University,,,,,5,4,5,4,0,0,0,0
EE 240 ,Yes,Introduction to Nanoelectronics,Electrical Engineering,,San Jose State University,,,,,4,2,4,2,0,0,0,0
EE 250 ,Yes,"Probabilities, Random Variables and Stochastic Processes",Electrical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
EE 251 ,Yes,Digital Data Transmission I,Electrical Engineering,,San Jose State University,,,,,2,2,2,2,0,0,0,0
EE 252 ,Yes,Digital Data Transmission II,Electrical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
EE 253 ,Yes,Digital Signal Processing I,Electrical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
EE 254,Yes, Digital Signal Processing II,Electrical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
EE 255 ,Yes,Wireless/Mobile Communications,Electrical Engineering,,San Jose State University,,,,,0.6,1,0,0,0,0,0.6,1
EE 256 ,Yes, Programmable DSP Architectures and Applications,Electrical Engineering,,San Jose State University,,,,,0.9,1,0,0,0.9,1,0,0
EE 257 ,Yes,Digital Communications Processing,Electrical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
EE 258,Yes, Neural Networks,Electrical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
EE 259,Yes, Selected Topics in Signal Processing,Electrical Engineering,,San Jose State University,,,,,0.6,1,0,0,0,0,0.6,1
EE 261 ,Yes,Acq. & Analysis of Biomedical Imaging,Electrical Engineering,,San Jose State University,,,,,0.9,1,0,0,0.9,1,0,0
EE 262,Yes, Acquisition and Analysis of Biosignals,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 263,Yes, Digital Image Processing,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 264 ,Yes,Computed Imaging,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 270 ,Yes,Advanced Logic Design,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 271,Yes, Digital System Design and Synthesis,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 272 ,Yes,SoC Design & Verifi. with System Verilog,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 274 ,Yes,VLSI Design for Testability,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 275 ,Yes,Advanced Computer Architectures,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 276 ,Yes,Parallel Computer Systems,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 277 ,Yes,Fault Tolerant Digital Systems,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 278 ,Yes,Digital Design for DSP/Communications,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 279 ,Yes,Special Topics in Digital Systems,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 281 ,Yes,Internetworking,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 282 ,Yes,Internet Security and Cryptography,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 283 ,Yes,Broadband Communication Networking,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 284,Yes, Convergent Voice and Data Networks,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 285 ,Yes,Fiber Optic Networking,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 287 ,Yes,ASIC CMOS Design,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
EE 288 ,Yes,Data Conversions/Analog Mixed Signal Ics,Electrical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS521,Yes,Database Architecture,Computer Science,,California State University-Long Beach,,,,,5,3,5,3,0,0,0,0
CS524,Yes,Advanced Topics in Programming Languages,Computer Science,,California State University-Long Beach,,,,,5,4,5,4,0,0,0,0
CS526,Yes,Advanced Operating Systems,Computer Science,,California State University-Long Beach,,,,,4,2,4,2,0,0,0,0
CS528,Yes,Advanced Analysis of Algorithms,Computer Science,,California State University-Long Beach,,,,,3,2,3,2,0,0,0,0
CS529,Yes,Search Engine Technology,Computer Science,,California State University-Long Beach,,,,,2,2,2,2,0,0,0,0
CS530,Yes,Advanced Computer Architecture I,Computer Science,,California State University-Long Beach,,,,,3,2,3,2,0,0,0,0
CS531,Yes,Advanced Computer Architecture II,Computer Science,,California State University-Long Beach,,,,,3,2,3,2,0,0,0,0
CS532,Yes,Memory Design and Implementation,Computer Science,,California State University-Long Beach,,,,,3,2,3,2,0,0,0,0
CS534,Yes,Advanced Computer Graphics,Computer Science,,California State University-Long Beach,,,,,0.6,1,0,0,0,0,0.6,1
CS541,Yes,Pattern Recognition Using Artificial Intelligence,Computer Science,,California State University-Long Beach,,,,,0.9,1,0,0,0.9,1,0,0
CS575,Yes,Object Oriented Analysis and Design,Computer Science,,California State University-Long Beach,,,,,3,2,3,2,0,0,0,0
CS578,Yes,Introduction to Computer Security,Computer Science,,California State University-Long Beach,,,,,3,2,3,2,0,0,0,0
CS590,Yes,Selected Topics in Computer Science,Computer Science,,California State University-Long Beach,,,,,0.6,1,0,0,0,0,0.6,1
CS694,Yes,Seminar in Computer Science,Computer Science,,California State University-Long Beach,,,,,0.9,1,0,0,0.9,1,0,0
CS697,Yes,Directed Research,Computer Science,,California State University-Long Beach,,,,,0,0,0,0,0,0,0,0
CS698,Yes,Thesis or Industrial Project,Computer Science,,California State University-Long Beach,,,,,0,0,0,0,0,0,0,0
GEOG 001,Yes, Geography of Natural Environments,Geography,,San Jose State University,,,,,5,3,5,3,0,0,0,0
GEOG 010,Yes,Cultural Geography,Geography,,San Jose State University,,,,,5,4,5,4,0,0,0,0
GEOG 101,Yes,Global Geography,Geography,,San Jose State University,,,,,4,2,4,2,0,0,0,0
GEOG 105 ,Yes,Urban Geography,Geography,,San Jose State University,,,,,3,2,3,2,0,0,0,0
GEOG 107 ,Yes,Mapping the World,Geography,,San Jose State University,,,,,3,2,3,2,0,0,0,0
GEOG 112 ,Yes,"Nations, Cultures, and Territorial Disputes",Geography,,San Jose State University,,,,,3,2,3,2,0,0,0,0
GEOG 115 ,Yes,Geography of the Global Economy,Geography,,San Jose State University,,,,,3,2,3,2,0,0,0,0
GEOG 120,Yes, Food Supply and Agricultural Systems,Geography,,San Jose State University,,,,,3,2,3,2,0,0,0,0
GEOG 121 ,Yes,Population and Global Change,Geography,,San Jose State University,,,,,3,2,3,2,0,0,0,0
GEOG 123,Yes, Geography for K-12 Teachers,Geography,,San Jose State University,,,,,0.6,1,0,0,0,0,0.6,1
GEOG 124 ,Yes,Topics in Physical Geography,Geography,,San Jose State University,,,,,0.9,1,0,0,0.9,1,0,0
GEOG 125,Yes, Selected Topics in Human Geography,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 130,Yes, Natural Resources,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 132 ,Yes,Creating Built Worlds,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 135 ,Yes,Qualitative Methods in Geographical Research,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 137,Yes, California in Historical and Social Scientific Perspectives,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 138 ,Yes,United States in Historical and Social Science Perspectives,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 140,Yes, The United States,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 150,Yes, Latin America and the Caribbean,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 155,Yes, Europe,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 160,Yes, East and South Asia,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 165,Yes, National Parks,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 168,Yes, Sub-Saharan Africa,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 170,Yes, Introduction to Mapping and Geographic Information Systems,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 171,Yes, Map and GIS Analysis,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 172,Yes, Cartography Compilation and Presentation,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 173 ,Yes,Cartography Dynamic and Interactive Mapping,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 175 ,Yes,Geographic Information Systems Project Development,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 178,Yes, Geographic Information Systems Project,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 180,Yes, Individual Studies,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 181,Yes, Remote Sensing Basic Theory and Image Interpretation,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 182,Yes, Remote Sensing Digital Analysis,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 186 ,Yes,Field Study in Physical Geography,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 187,Yes, Field Study in Human and Historical Geography,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 195,Yes, Spatial Analysis,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 197,Yes, Geography Internship,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 199 ,Yes,Senior Seminar,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 239 ,Yes,Geographic Information Technology,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 279,Yes, Geographic Information Science Applications,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 282,Yes, Advanced Geographic Techniques,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 286 ,Yes,Geographic Information Systems Project Management,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
GEOG 290 ,Yes,Seminar in Research Design for Geographic Information Science,Geography,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 023 ,Yes,Introduction to Computer Science for Biologists and Chemists,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 025 ,Yes,The Digital World and Society,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 040 ,Yes,Introduction to Computers,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 046A,Yes, Introduction to Programming,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 046B ,Yes,Introduction to Data Structures,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 047,Yes, Introduction to Computer Systems,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 049C ,Yes,Programming in C,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 049J ,Yes,Programming in Java,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 050 ,Yes,Scientific Computing I,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 072 ,Yes,Unix and Unix Utilities,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 108,Yes, Introduction to Game Studies,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 110L,Yes, Advanced Computing Laboratory,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 116A,Yes, Introduction to Computer Graphics,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 116B ,Yes,Computer Graphics Algorithms,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 122,Yes, Advanced Programming with Perl,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 123A ,Yes,Bioinformatics I,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 123B ,Yes,Bioinformatics II,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 130,Yes, Windows Programming,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 134 ,Yes,Computer Game Design and Programming,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 143C ,Yes,Numerical Analysis and Scientific Computing,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 143M,Yes, Numerical Analysis and Scientific Computing,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 144 ,Yes,Advanced C plus plus Programming,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 146,Yes, Data Structures and Algorithms,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 147 ,Yes,Computer Architecture,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 149,Yes, Operating Systems,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 151 ,Yes,Object-Oriented Design,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 152 ,Yes,Programming Paradigms,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 153 ,Yes,Concepts of Compiler Design,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 154 ,Yes,Formal Languages and Computability,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 155 ,Yes,Introduction to the Design and Analysis of Algorithms,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 156 ,Yes,Introduction to Artificial Intelligence,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 157A,Yes, Introduction to Database Management Systems,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 157B ,Yes,Database Management Systems 2,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 158A ,Yes,Computer Networks,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 158B ,Yes,Computer Network Management Principles and Technology,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 159 ,Yes,Introduction to Parallel Processing,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 160 ,Yes,Software Engineering,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 161 ,Yes,Software Project,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 166 ,Yes,Information Security,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 167A,Yes, DB2 Fundamentals for zOS,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 167B,Yes, DB2 Application Development for zOS,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 167C ,Yes,DB2 Query Optimization for zOS,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 172A ,Yes,Fundamentals of Unix System Administration,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 172B ,Yes,Unix System Administration,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 173 ,Yes,Advanced Unix System Administration,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 174 ,Yes,Server-side Web Programming,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 175 ,Yes,Mobile Device Development,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 180,Yes, Individual Studies,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 180H,Yes, Individual Studies for Honors,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 216 ,Yes,Geometric Modeling,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 218 ,Yes,Topics in Cloud Computing,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 223 ,Yes,Bioinformatics,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 235 ,Yes,User Interface Design,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 243A,Yes, Advanced Numerical Analysis,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 243B ,Yes,Advanced Topics in Numerical Analysis,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 247 ,Yes,Advanced Computer Architecture,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 249 ,Yes,Distributed Computing,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 251A ,Yes,Object-Oriented Analysis,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 251B ,Yes,Object-Oriented Design,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 252 ,Yes,Advanced Programming Language Principles,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
